Unique ID,Title,Authors,Authors-revised,Authors (Full Names),Authors (Full Names)-revised
WOS:000272933900010,Lower Linkage Disequilibrium at CNVs is due to Both Recurrent Mutation and Transposing Duplications,"Schrider, DR|Hahn, MW","Schrider, DR|Hahn, MW","Schrider, Daniel R.|Hahn, Matthew W.","Schrider, Daniel R.|Hahn, Matthew W."
WOS:000269206800012,Distinguishing Among Evolutionary Models for the Maintenance of Gene Duplicates,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W."
WOS:000270213900019,Minimal Effect of Ectopic Gene Conversion Among Recent Duplicates in Four Mammalian Genomes,"McGrath, CL|Casola, C|Hahn, MW","McGrath, CL|Casola, C|Hahn, MW","McGrath, Casey L.|Casola, Claudio|Hahn, Matthew W.","McGrath, Casey L.|Casola, Claudio|Hahn, Matthew W."
WOS:000266781200008,Gene Conversion Among Paralogs Results in Moderate False Detection of Positive Selection Using Likelihood Methods,"Casola, C|Hahn, MW","Casola, C|Hahn, MW","Casola, Claudio|Hahn, Matthew W.","Casola, Claudio|Hahn, Matthew W."
WOS:000265668800019,Adaptive evolution of young gene duplicates in mammals,"Han, MV|Demuth, JP|McGrath, CL|Casola, C|Hahn, MW","Han, MV|Demuth, JP|McGrath, CL|Casola, C|Hahn, MW","Han, Mira V.|Demuth, Jeffery P.|McGrath, Casey L.|Casola, Claudio|Hahn, Matthew W.","Han, Mira V.|Demuth, Jeffery P.|McGrath, Casey L.|Casola, Claudio|Hahn, Matthew W."
WOS:000263304600006,The life and death of gene families,"Demuth, JP|Hahn, MW","Demuth, JP|Hahn, MW","Demuth, Jeffery P.|Hahn, Matthew W.","Demuth, Jeffery P.|Hahn, Matthew W."
WOS:000275269200018,A Complex Suite of Forces Drives Gene Traffic from Drosophila X Chromosomes,"Meisel, RP|Han, MV|Hahn, MW","Meisel, RP|Han, MV|Hahn, MW","Meisel, Richard P.|Han, Mira V.|Hahn, Matthew W.","Meisel, Richard P.|Han, Mira V.|Hahn, Matthew W."
WOS:000270687800009,All Human-Specific Gene Losses Are Present in the Genome as Pseudogenes,"Schrider, DR|Costello, JC|Hahn, MW","Schrider, DR|Costello, JC|Hahn, MW","Schrider, Daniel R.|Costello, James C.|Hahn, Matthew W.","Schrider, Daniel R.|Costello, James C.|Hahn, Matthew W."
WOS:000263639700012,IDENTIFYING PARENT-DAUGHTER RELATIONSHIPS AMONG DUPLICATED GENES,"Han, MV|Hahn, MW","Han, MV|Hahn, MW","Han, Mira V.|Hahn, Matthew W.","Han, Mira V.|Hahn, Matthew W."
WOS:000261644601044,CONTRASTING PATTERNS OF EVOLUTION IN FIVE CHROMOSOMAL INVERSIONS OF ANOPHELES GAMBIAE,"White, BJ|Cheng, C|Hahn, MW|Kern, M|Pombi, M|Lobo, NF|Coulibaly, M|Simard, F|Besansky, NJ","White, BJ|Cheng, C|Hahn, MW|Kern, M|Pombi, M|Lobo, NF|Coulibaly, M|Simard, F|Besansky, NJ","White, Bradley J.|Cheng, Changde|Hahn, Matthew W.|Kern, Marcia|Pombi, Marco|Lobo, Neil F.|Coulibaly, Mamadou|Simard, Frederic|Besansky, Nora J.","White, Bradley J.|Cheng, Changde|Hahn, Matthew W.|Kern, Marcia|Pombi, Marco|Lobo, Neil F.|Coulibaly, Mamadou|Simard, Frederic|Besansky, Nora J."
WOS:000261442900004,"""REVERSE ECOLOGY"" AND THE POWER OF POPULATION GENOMICS","Li, YF|Costello, JC|Holloway, AK|Hahn, MW","Li, YF|Costello, JC|Holloway, AK|Hahn, MW","Li, Yong Fuga|Costello, James C.|Holloway, Alisha K.|Hahn, Matthew W.","Li, Yong Fuga|Costello, James C.|Holloway, Alisha K.|Hahn, Matthew W."
WOS:000260499000003,Abundant genetic variation in transcript level during early Drosophila development,"Nuzhdin, SV|Tufts, DM|Hahn, MW","Nuzhdin, SV|Tufts, DM|Hahn, MW","Nuzhdin, Sergey V.|Tufts, Danielle M.|Hahn, Matthew W.","Nuzhdin, Sergey V.|Tufts, Danielle M.|Hahn, Matthew W."
WOS:000258471500036,Gain and loss of phosphorylation sites in human cancer,"Radivojac, P|Baenziger, PH|Kann, MG|Mort, ME|Hahn, MW|Mooney, SD","Radivojac, P|Baenziger, PH|Kann, MG|Mort, ME|Hahn, MW|Mooney, SD","Radivojac, Predrag|Baenziger, Peter H.|Kann, Maricel G.|Mort, Matthew E.|Hahn, Matthew W.|Mooney, Sean D.","Radivojac, Predrag|Baenziger, Peter H.|Kann, Maricel G.|Mort, Matthew E.|Hahn, Matthew W.|Mooney, Sean D."
WOS:000255464800013,Differential gene expression in incipient species of Anopheles gambiae,"Cassone, BJ|Mouline, K|Hahn, MW|White, BJ|Pombi, M|Simard, F|Costantini, C|Besansky, NJ","Cassone, BJ|Mouline, K|Hahn, MW|White, BJ|Pombi, M|Simard, F|Costantini, C|Besansky, NJ","Cassone, Bryan J.|Mouline, Karine|Hahn, Matthew W.|White, Bradley J.|Pombi, Marco|Simard, Frederic|Costantini, Carlo|Besansky, Nora J.","Cassone, Bryan J.|Mouline, Karine|Hahn, Matthew W.|White, Bradley J.|Pombi, Marco|Simard, Frederic|Costantini, Carlo|Besansky, Nora J."
WOS:000253373900001,Toward a selection theory of molecular evolution,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W."
WOS:000260884600002,Limitations of Pseudogenes in Identifying Gene Losses,"Costello, JC|Han, MV|Hahn, MW","Costello, JC|Han, MV|Hahn, MW","Costello, James C.|Han, Mira V.|Hahn, Matthew W.","Costello, James C.|Han, Mira V.|Hahn, Matthew W."
WOS:000253317800007,Localization of candidate regions maintaining a common polymorphic inversion (2La) in Anopheles gambiae,"White, BJ|Hahn, MW|Pombi, M|Cassone, BJ|Lobo, NF|Simard, F|Besansky, NJ","White, BJ|Hahn, MW|Pombi, M|Cassone, BJ|Lobo, NF|Simard, F|Besansky, NJ","White, Bradley J.|Hahn, Matthew W.|Pombi, Marco|Cassone, Bryan J.|Lobo, Neil F.|Simard, Frederic|Besansky, Nora J.","White, Bradley J.|Hahn, Matthew W.|Pombi, Marco|Cassone, Bryan J.|Lobo, Neil F.|Simard, Frederic|Besansky, Nora J."
